"الرابط","نوع المحتوى","كود الحالة","الحالة","قابلية الأرشفة","حالة الأرشفة","العنوان ١","طول العنوان ١","عرض العنوان ١ بيكسل","Meta Description ١","طول Meta Description ١","عرض Meta Description ١ بيكسل","Meta Keywords ١","طول Meta Keywords ١","H1-١","طول H1-١","H2-١","طول H2-١","H2-٢","طول H2-٢","Meta Robots ١","X-Robots-Tag ١","Meta Refresh ١","Canonical Link Element ١","rel=""next"" ١","rel=""prev"" ١","HTTP rel=""next"" ١","HTTP rel=""prev"" ١","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","التصنيف الكربوني","عدد الكلمات","عدد الجمل","متوسط عدد كلمات الجملة","درجة السهولة في القراية","سهولة القراية","نسبة النص","عمق الزحف","عمق الفولدر","تقييم اللينك","روابط داخله","روابط داخله فريدة","روابط داخله JS فريدة","% من الكل","روابط خارجة","روابط خارجة فريدة","روابط خارجة فريدة","روابط JS خارجة فريدة","روابط JS خارجة فريدة","روابط خارجية","أقرب حاجة شبه مكرر","عدد شبه المكرر","أخطاء إملائية","أخطاء نحوية","Hash","وقت الاستجابة","آخر تعديل","رابط التحويل","نوع التحويل","الكوكيز","Language","إصدار HTTP","Mobile Alternate Link","أقرب عنوان شبه في المعنى","تقييم التشابه في المعنى","عدد اللي شبه في المعنى","تقييم الارتباط الدلالي","الرابط المشفر","وقت الزحف"
"https://dnmeg.com/cdn/shop/files/speed_logo-ezgif.com-effects.gif?v=1732699176&width=600","image/gif","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","5296316","5296316","5296316","٢٠٢٨٫٩١٨","","0","","","","","٠٫٠٠٠","1","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٠٨٦","Sun, 08 Mar 2026 08:14:34 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/speed_logo-ezgif.com-effects.gif?v=1732699176&width=600","2026-03-11 14:11:43"
"https://dnmeg.com/cdn/shop/files/g.jpg?v=1715449408&width=3840","image/jpeg","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","801260","801260","801260","٣٠٦٫٩٤٧","","0","","","","","٠٫٠٠٠","1","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٧٥٤","Wed, 11 Mar 2026 12:11:43 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/g.jpg?v=1715449408&width=3840","2026-03-11 14:11:41"
"https://dnmeg.com/cdn/shop/t/7/assets/cart-notification.js?v=133508293167896966491732668147","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٢٨٢","Tue, 10 Mar 2026 20:14:51 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/cart-notification.js?v=133508293167896966491732668147","2026-03-11 14:11:43"
"https://dnmeg.com/cdn/shop/files/21-front.png?v=1717348025&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","179458","179458","179458","٦٨٫٧٤٧","","0","","","","","٠٫٠٠٠","1","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٤٩٣","Wed, 11 Mar 2026 12:11:43 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/21-front.png?v=1717348025&width=533","2026-03-11 14:11:42"
"https://dnmeg.com/cdn/shop/files/21-back.png?v=1717348025&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","121791","121791","121791","٤٦٫٦٥٦","","0","","","","","٠٫٠٠٠","1","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٢٢٤","Wed, 11 Mar 2026 12:11:43 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/21-back.png?v=1717348025&width=533","2026-03-11 14:11:42"
"https://dnmeg.com/cdn/shop/t/7/assets/constants.js?v=132983761750457495441732668148","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٣٤٥","Wed, 04 Mar 2026 16:11:34 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/constants.js?v=132983761750457495441732668148","2026-03-11 14:11:43"
"https://dnmeg.com/cdn/shop/t/7/assets/base.css?v=68066762582895910731732688713","text/css","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٣٨٤","Tue, 03 Mar 2026 21:24:36 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/base.css?v=68066762582895910731732688713","2026-03-11 14:11:43"
"https://dnmeg.com/cdn/shop/t/7/assets/pubsub.js?v=158357773527763999511732668149","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٤٦٩","Mon, 09 Mar 2026 14:46:25 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/pubsub.js?v=158357773527763999511732668149","2026-03-11 14:11:43"
"https://dnmeg.com/cdn/shop/t/7/assets/animations.js?v=88693664871331136111732668147","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٢٤٣","Tue, 10 Mar 2026 19:54:30 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/animations.js?v=88693664871331136111732668147","2026-03-11 14:11:44"
"https://dnmeg.com/cdn/shop/t/7/assets/global.js?v=152862011079830610291732668148","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٣٢٠","Mon, 09 Mar 2026 02:09:16 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/global.js?v=152862011079830610291732668148","2026-03-11 14:11:44"
"https://dnmeg.com/cdn/shop/files/purple-white-face.png?v=1717344916&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","199216","199216","199216","٧٦٫٣١٦","","0","","","","","٠٫٠٠٠","1","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٥٣٥","Wed, 11 Mar 2026 12:11:44 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/purple-white-face.png?v=1717344916&width=533","2026-03-11 14:11:43"
"https://dnmeg.com/products/jeans-1-9","text/html; charset=utf-8","200","OK","قابل للفهرسة","","Jeans 2.0
 – DNM.EG","19","184","","0","0","","0","Jeans 2.0","9","Item added to your cart","23","Jeans 2.0","9","","","","https://dnmeg.com/products/jeans-1-9","","","","","","164675","38130","38130","١٤٫٦٠٧","","247","64","٣٫٨٥٩","٧٥٫٥٠٤","سهل شوية","١٫٠٣٩","1","1","","8","3","0","٩٫٣٨٠","27","13","2","0","0","3","","","","","dcc52ed2abcd132fa481dda2b2b22244","٠٫٤٧٥","","","","","en","1.1","","","","","","https://dnmeg.com/products/jeans-1-9","2026-03-11 14:11:44"
"https://dnmeg.com/checkouts/internal/preloads.js?locale=en-EG","","0","متحجوب بـ robots.txt","غير قابل للفهرسة","متمنع بـ robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","2","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://dnmeg.com/checkouts/internal/preloads.js?locale=en-EG","2026-03-11 14:11:44"
"https://dnmeg.com/cdn/shopifycloud/shop-js/modules/v2/loader.shop-login-button.en.esm.js","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٣٥٠","Wed, 11 Mar 2026 12:01:32 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shopifycloud/shop-js/modules/v2/loader.shop-login-button.en.esm.js","2026-03-11 14:11:44"
"https://dnmeg.com/cdn/shop/t/7/assets/component-cart-items.css?v=123238115697927560811732668148","text/css","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٢٧٣","Tue, 10 Mar 2026 14:51:14 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/component-cart-items.css?v=123238115697927560811732668148","2026-03-11 14:11:44"
"https://dnmeg.com/collections/jeans","text/html; charset=utf-8","200","OK","قابل للفهرسة","","Jeans
 – DNM.EG","15","151","","0","0","","0","","0","Item added to your cart","23","Filter:","7","","","","https://dnmeg.com/collections/jeans","","","","","","185867","36564","36564","١٤٫٠٠٧","","314","116","٢٫٧٠٧","١٠٠٫٠٠٠","سهل جدًا","١٫١٧٩","1","1","","72","32","0","١٠٠٫٠٠٠","42","18","2","0","0","3","","","","","41708df8d9c3d12a272c7ce3818aa96","٠٫٢٦١","","","","","en","1.1","","","","","","https://dnmeg.com/collections/jeans","2026-03-11 14:11:44"
"https://dnmeg.com/cdn/shop/t/7/assets/details-modal.js?v=25581673532751508451732668148","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٤٥١","Wed, 11 Mar 2026 03:04:11 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/details-modal.js?v=25581673532751508451732668148","2026-03-11 14:11:44"
"https://dnmeg.com/products/tee-v2","text/html; charset=utf-8","200","OK","قابل للفهرسة","","TEE V2
 – DNM.EG","16","161","“HEARTLESS”  (THEWORKSHOPXX X DNM COLLECTION)","45","351","","0","TEE V2","6","Item added to your cart","23","TEE V2","6","","","","https://dnmeg.com/products/tee-v2","","","","","","157698","37497","37497","١٤٫٣٦٤","","234","60","٣٫٩٠٠","٨١٫٧٦١","سهل","١٫٠٠٧","1","1","","6","2","0","٦٫٢٥٠","27","13","2","0","0","3","","","","","6a2969c2c2585dad78a46fc371ec05af","٠٫٦٥٨","","","","","en","1.1","","","","","","https://dnmeg.com/products/tee-v2","2026-03-11 14:11:44"
"https://dnmeg.com/cdn/shop/t/7/assets/search-form.js?v=133129549252120666541732668149","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٤٠٩","Sat, 07 Mar 2026 16:50:21 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/search-form.js?v=133129549252120666541732668149","2026-03-11 14:11:45"
"https://dnmeg.com/cdn/shop/files/tee-back-p.png?v=1717345743&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","150606","150606","150606","٥٧٫٦٩٤","","0","","","","","٠٫٠٠٠","1","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٧٩١","Wed, 11 Mar 2026 12:11:45 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/tee-back-p.png?v=1717345743&width=533","2026-03-11 14:11:44"
"https://dnmeg.com/cdn/shop/files/Artboard1_13f8eb19-b5c8-465f-9e97-97274fbc9122.png?v=1715271669&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","508547","508547","508547","١٩٤٫٨١٥","","0","","","","","٠٫٠٠٠","1","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٤٣٦","Wed, 11 Mar 2026 12:11:45 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/Artboard1_13f8eb19-b5c8-465f-9e97-97274fbc9122.png?v=1715271669&width=533","2026-03-11 14:11:44"
"https://dnmeg.com/products/tee-v1","text/html; charset=utf-8","200","OK","قابل للفهرسة","","TEE V1
 – DNM.EG","16","161","","0","0","","0","TEE V1","6","Item added to your cart","23","TEE V1","6","","","","https://dnmeg.com/products/tee-v1","","","","","","157004","37339","37339","١٤٫٣٠٤","","229","59","٣٫٨٨١","٨٢٫٠٩١","سهل","٠٫٩٨٣","1","1","","6","2","0","٦٫٢٥٠","27","13","2","0","0","3","","","","","720c673721aba123ca4519979c319dc6","٠٫٢٧٩","","","","","en","1.1","","","","","","https://dnmeg.com/products/tee-v1","2026-03-11 14:11:45"
"https://dnmeg.com/cart","","0","متحجوب بـ robots.txt","غير قابل للفهرسة","متمنع بـ robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","0","","64","32","0","١٠٠٫٠٠٠","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://dnmeg.com/cart","2026-03-11 14:11:46"
"https://dnmeg.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-3.3.0.min.js","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٠٦٩","Wed, 04 Mar 2026 22:14:00 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-3.3.0.min.js","2026-03-11 14:11:46"
"https://dnmeg.com/cdn/shopifycloud/shop-js/modules/v2/loader.init-shop-cart-sync.en.esm.js","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٢٨٥","Wed, 11 Mar 2026 11:15:31 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shopifycloud/shop-js/modules/v2/loader.init-shop-cart-sync.en.esm.js","2026-03-11 14:11:45"
"https://dnmeg.com/cdn/shop/t/7/assets/predictive-search.js?v=57209189334897115771732668149","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٣٢٦","Sun, 08 Mar 2026 16:29:50 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/predictive-search.js?v=57209189334897115771732668149","2026-03-11 14:11:46"
"https://dnmeg.com/cdn/shop/files/speed_logo-ezgif.com-effects.gif?v=1732699176","image/gif","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","5724406","5724406","5724406","٢١٩٢٫٩١١","","0","","","","","٠٫٠٠٠","1","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٣٧١","Tue, 10 Mar 2026 15:25:04 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/speed_logo-ezgif.com-effects.gif?v=1732699176","2026-03-11 14:11:46"
"https://dnmeg.com/policies/terms-of-service","","0","متحجوب بـ robots.txt","غير قابل للفهرسة","متمنع بـ robots.txt","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","1","","32","32","0","١٠٠٫٠٠٠","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://dnmeg.com/policies/terms-of-service","2026-03-11 14:11:46"
"https://dnmeg.com/cdn/shop/t/7/assets/details-disclosure.js?v=13653116266235556501732668148","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٢٧٩","Sat, 07 Mar 2026 16:50:21 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/assets/details-disclosure.js?v=13653116266235556501732668148","2026-03-11 14:11:46"
"https://dnmeg.com/pages/contact","text/html; charset=utf-8","200","OK","قابل للفهرسة","","Contact
 – DNM.EG","17","168","","0","0","","0","Contact","7","Item added to your cart","23","Contact form","12","","","","https://dnmeg.com/pages/contact","","","","","","122345","29088","29088","١١٫١٤٣","","64","21","٣٫٠٤٨","٩٥٫٣٤٨","سهل جدًا","٠٫٤٩١","1","1","","65","32","0","١٠٠٫٠٠٠","23","12","2","0","0","3","","","","","9142e01589c7594baeaeedbec1ee32b4","٠٫٥٤٣","","","","","en","1.1","","","","","","https://dnmeg.com/pages/contact","2026-03-11 14:11:46"
"https://dnmeg.com/cdn/shop/files/IMG-3688.png?v=1713780405&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","213378","213378","213378","٨١٫٧٤١","","0","","","","","٠٫٠٠٠","2","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٠٧٦","Tue, 10 Mar 2026 17:42:29 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/IMG-3688.png?v=1713780405&width=533","2026-03-11 14:11:46"
"https://dnmeg.com/cdn/shop/t/7/compiled_assets/scripts.js?v=130886758563038732011732681326","text/javascript","200","OK","غير قابل للفهرسة","اتعمله Canonicalisation","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","٠٫٠٠٠","","0","","","","","٠٫٠٠٠","1","5","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","٠٫٢٧٦","Fri, 06 Mar 2026 00:10:49 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/t/7/compiled_assets/scripts.js?v=130886758563038732011732681326","2026-03-11 14:11:46"
"https://dnmeg.com/cdn/shop/files/Artboard2.png?v=1715271670&width=533","image/png","200","OK","قابل للفهرسة","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","555544","555544","555544","٢١٢٫٨١٨","","0","","","","","٠٫٠٠٠","1","3","","0","0","0","٠٫٠٠٠","0","0","0","0","0","0","","","","","","١٫٩٩٤","Wed, 11 Mar 2026 12:11:46 GMT","","","","","1.1","","","","","","https://dnmeg.com/cdn/shop/files/Artboard2.png?v=1715271670&width=533","2026-03-11 14:11:44"
"https://dnmeg.com/products/beanie-1-1","text/html; charset=utf-8","200","OK","قابل للفهرسة","","Beanie 1.1
 – DNM.EG","20","191","FW25 Drop 4.0: Exclusive Club Beanies Experience ultimate comfort and style with our FW25 Drop 4.0 beanies. Perfectly blending streetwear aesthetics with premium materials, this collection features versatile pieces designed for every season.","241","1506","","0","Beanie 1.1","10","Item added to your cart","23","Beanie 1.1","10","","","","https://dnmeg.com/products/beanie-1-1","","","","","","151417","36691","36691","١٤٫٠٥٦","","242","66","٣٫٦٦٧","٨١٫٤٥٧","سهل","١٫١٠٤","2","1","","6","2","0","٦٫٢٥٠","27","13","2","0","0","3","","","","","2f1b60ffcc260d57a3be7c43e9e095b1","٠٫٤٦٤","","","","","en","1.1","","","","","","https://dnmeg.com/products/beanie-1-1","2026-03-11 14:11:46"
